id,value,feed_id,created_at,lat,lon,ele
0FSV4S67JXF7D19XP24SS03D2F,Door 1 CLOSED,2991705,2025-01-28 16:32:34 UTC,0.0,0.0,0.0
0FSV4S6WYSX1RFA0CW66K097RQ,Door 1 OPEN,2991705,2025-01-28 16:32:36 UTC,0.0,0.0,0.0
0FSV4S90VYNHSF7M0TJ78710K6,Door 1 CLOSED,2991705,2025-01-28 16:32:43 UTC,0.0,0.0,0.0
0FSV5Z3M268DJ7RYBW8V7DBRPQ,Door 1 OPEN,2991705,2025-01-28 17:38:50 UTC,0.0,0.0,0.0
0FSV5Z454Z5TEB4X6556ECGN79,Door 1 CLOSED,2991705,2025-01-28 17:38:51 UTC,0.0,0.0,0.0
0FSV719PR2Y14GVY2HCP34YYTA,Door 1 OPEN,2991705,2025-01-28 18:38:35 UTC,0.0,0.0,0.0
0FSV71BM5XCPRSZV2BS2R3SPJH,Door 1 CLOSED,2991705,2025-01-28 18:38:41 UTC,0.0,0.0,0.0
0FSV7EDMNAYFD62FPT6FFCAP37,Door 1 OPEN,2991705,2025-01-28 19:01:31 UTC,0.0,0.0,0.0
0FSV7EJPJGG84HEWWA71BSS93X,Door 1 CLOSED,2991705,2025-01-28 19:01:47 UTC,0.0,0.0,0.0
0FSVD6ES62P2PM2A8AZ0X1NFJS,Door 1 OPEN,2991705,2025-01-29 00:23:08 UTC,0.0,0.0,0.0
0FSVD6FC5JF7VFX9VP0YN4P3SE,Door 1 CLOSED,2991705,2025-01-29 00:23:10 UTC,0.0,0.0,0.0
0FSVEYMQX9J0XJ154B7XGBD967,Door 1 OPEN,2991705,2025-01-29 02:01:20 UTC,0.0,0.0,0.0
0FSVEZ5VH8AM0VGSR8R0Y3S0NB,Door 1 CLOSED,2991705,2025-01-29 02:02:16 UTC,0.0,0.0,0.0
0FSVF0B7WAEYKS32EVTXNF265Q,Door 1 OPEN,2991705,2025-01-29 02:04:19 UTC,0.0,0.0,0.0
0FSVF0NMMVSB7N90VRY91BGND9,Door 1 CLOSED,2991705,2025-01-29 02:04:53 UTC,0.0,0.0,0.0
0FSVF0Q285A8M9EX5CRRHRRHRP,Door 1 OPEN,2991705,2025-01-29 02:04:57 UTC,0.0,0.0,0.0
0FSVF16PQM71TDPYS7F77SQJWV,Door 1 CLOSED,2991705,2025-01-29 02:05:49 UTC,0.0,0.0,0.0
0FSVFE7XDNGNK9NV87BSGV107Y,Door 1 OPEN,2991705,2025-01-29 02:28:36 UTC,0.0,0.0,0.0
0FSVFE8TAKP461V3FV60H3R1GB,Door 1 CLOSED,2991705,2025-01-29 02:28:39 UTC,0.0,0.0,0.0
0FSVFWKD7HT1EY2CZ4FSMBMHJR,Door 1 OPEN,2991705,2025-01-29 02:53:41 UTC,0.0,0.0,0.0
0FSVFWKZ61JBYV7A94HX0ZKYYA,Door 1 CLOSED,2991705,2025-01-29 02:53:43 UTC,0.0,0.0,0.0
0FSVG2DTHZNHZY09XVFA7BVPKC,Door 1 OPEN,2991705,2025-01-29 03:03:52 UTC,0.0,0.0,0.0
0FSVG2EDPBTFV8P0BG7N0KDZZH,Door 1 CLOSED,2991705,2025-01-29 03:03:54 UTC,0.0,0.0,0.0
0FSVH4AQA4VERZGJH2Q16583EK,Door 1 OPEN,2991705,2025-01-29 04:03:07 UTC,0.0,0.0,0.0
0FSVH4NT4BXTV3WVR2B2NQHE4E,Door 1 CLOSED,2991705,2025-01-29 04:03:43 UTC,0.0,0.0,0.0
0FSVK29NR1TTPMPG02Y7Z4RTNW,Door 1 OPEN,2991705,2025-01-29 05:51:25 UTC,0.0,0.0,0.0
0FSVK2A3J2F7PD7TE69QK7E42Q,Door 1 CLOSED,2991705,2025-01-29 05:51:26 UTC,0.0,0.0,0.0
0FSVM14KDBBXCF05Z12VE4GQ2P,Door 1 OPEN,2991705,2025-01-29 06:45:19 UTC,0.0,0.0,0.0
0FSVM14XYVXSF57F96H49995WX,Door 1 CLOSED,2991705,2025-01-29 06:45:20 UTC,0.0,0.0,0.0
0FSVVT86RGVR20HMAD3Q1DM10N,Door 1 OPEN,2991705,2025-01-29 14:00:40 UTC,0.0,0.0,0.0
0FSVVVATM7T7Y9W8CV2A1RFQGN,Door 1 OPEN,2991705,2025-01-29 14:02:34 UTC,0.0,0.0,0.0
0FSVVVC5BPANM5EDKF73E8TD8K,Door 1 OPEN,2991705,2025-01-29 14:02:38 UTC,0.0,0.0,0.0
0FSVVVCW3FSVDPAM6QQEC23WZ0,Door 1 OPEN,2991705,2025-01-29 14:02:40 UTC,0.0,0.0,0.0
0FSVVWRCEXJQN3GQVMKH0GBD5X,Door 1 CLOSED,2991705,2025-01-29 14:05:03 UTC,0.0,0.0,0.0
0FSVY41BW8BVSCV51KBEP765WN,Door 1 OPEN,2991705,2025-01-29 16:09:37 UTC,0.0,0.0,0.0
0FSVY42S6AEY69WAVS7EQWSDXM,Door 1 CLOSED,2991705,2025-01-29 16:09:42 UTC,0.0,0.0,0.0
0FSW048F5ZYKM53Z6GZW086GVZ,Door 1 OPEN,2991705,2025-01-29 18:01:51 UTC,0.0,0.0,0.0
0FSW048ZFMP57FM05SX826Y0PZ,Door 1 CLOSED,2991705,2025-01-29 18:01:53 UTC,0.0,0.0,0.0
0FSW04979HA23X5D5KFJ1DDQ6W,Door 1 OPEN,2991705,2025-01-29 18:01:54 UTC,0.0,0.0,0.0
0FSW04TTJ7CCESJTC84AVAMMMP,Door 1 CLOSED,2991705,2025-01-29 18:02:52 UTC,0.0,0.0,0.0
0FSW1H9QTS1BZ1FVP9VQ2NHKYW,Door 1 OPEN,2991705,2025-01-29 19:20:34 UTC,0.0,0.0,0.0
0FSW1HDJ1MVTSNV933QBE0PJ3Y,Door 1 CLOSED,2991705,2025-01-29 19:20:47 UTC,0.0,0.0,0.0
0FSW1HDRAPNFVTTJAF092JBSVW,Door 1 OPEN,2991705,2025-01-29 19:20:47 UTC,0.0,0.0,0.0
0FSW1HGEV2YS4AT8FHNWJ2N1A9,Door 1 CLOSED,2991705,2025-01-29 19:20:56 UTC,0.0,0.0,0.0
0FSW1RABRSNYT8A4TMST0A2QDP,Door 1 OPEN,2991705,2025-01-29 19:32:50 UTC,0.0,0.0,0.0
0FSW5YJBDX9NEP1GJG4MQD3WW0,Door 1 CLOSED,2991705,2025-01-29 23:27:27 UTC,0.0,0.0,0.0
0FSW5ZSYWQ14NXF7V7CBW33GG9,Door 1 OPEN,2991705,2025-01-29 23:29:37 UTC,0.0,0.0,0.0
0FSW609TT4NQ48H5FP0DFQG2DX,Door 1 CLOSED,2991705,2025-01-29 23:30:29 UTC,0.0,0.0,0.0
0FSW60BWW8F3PWQC29QH91N887,Door 1 OPEN,2991705,2025-01-29 23:30:36 UTC,0.0,0.0,0.0
0FSW60EW5SKZD56V0SD385GDSD,Door 1 CLOSED,2991705,2025-01-29 23:30:46 UTC,0.0,0.0,0.0
0FSW6MTAXYQKS26ANMK13C1FRP,Door 1 OPEN,2991705,2025-01-30 00:06:20 UTC,0.0,0.0,0.0
0FSW6N0P7EVQGPSW1R9SJN808E,Door 1 CLOSED,2991705,2025-01-30 00:06:41 UTC,0.0,0.0,0.0
0FSW6N6B5W3MYXG3F9BK8Q72Y3,Door 1 OPEN,2991705,2025-01-30 00:07:00 UTC,0.0,0.0,0.0
0FSW6N97KZE70A2WT29DXWBF1H,Door 1 CLOSED,2991705,2025-01-30 00:07:09 UTC,0.0,0.0,0.0
0FSW6V634M5JBY1HXBE9DRP9N0,Door 1 OPEN,2991705,2025-01-30 00:17:28 UTC,0.0,0.0,0.0
0FSW6V6ZDBXHK8F445K7P2H4PR,Door 1 CLOSED,2991705,2025-01-30 00:17:31 UTC,0.0,0.0,0.0
0FSW74BNKGJ0FPDQN8T8PKXS4J,Door 1 OPEN,2991705,2025-01-30 00:33:30 UTC,0.0,0.0,0.0
0FSW74DN64AWZBRWMWHEJ4T0KC,Door 1 CLOSED,2991705,2025-01-30 00:33:36 UTC,0.0,0.0,0.0
0FSW7FSY8A8SPWWGBV1H3K99BP,Door 1 OPEN,2991705,2025-01-30 00:53:30 UTC,0.0,0.0,0.0
0FSW7G11JBEE53AJGRT3VM33DR,Door 1 CLOSED,2991705,2025-01-30 00:53:53 UTC,0.0,0.0,0.0
0FSW86N1W2DMYQ2RFWSKQ6N2AK,Door 1 OPEN,2991705,2025-01-30 01:33:26 UTC,0.0,0.0,0.0
0FSW86PQ9ASJJYVDKY4EQD0MB9,Door 1 CLOSED,2991705,2025-01-30 01:33:31 UTC,0.0,0.0,0.0
0FSW898NPGQSFRZDMB0R0PB5JC,Door 1 OPEN,2991705,2025-01-30 01:38:00 UTC,0.0,0.0,0.0
0FSW89BPFQKD6MMD6R45KM4M6G,Door 1 CLOSED,2991705,2025-01-30 01:38:10 UTC,0.0,0.0,0.0
0FSW89H3AMBTMPAVFKWV36YM2Q,Door 1 OPEN,2991705,2025-01-30 01:38:28 UTC,0.0,0.0,0.0
0FSW8A5B2YZQZ5N6QZZD9Q6JQ8,Door 1 CLOSED,2991705,2025-01-30 01:39:34 UTC,0.0,0.0,0.0
0FSW8A7GZ1EWNQ595V7B3QFE5F,Door 1 OPEN,2991705,2025-01-30 01:39:41 UTC,0.0,0.0,0.0
0FSW8A8TXMPE760HQE2H46YH52,Door 1 CLOSED,2991705,2025-01-30 01:39:45 UTC,0.0,0.0,0.0
0FSW8G823CPBG28YB8SVJT7PM8,Door 1 OPEN,2991705,2025-01-30 01:50:12 UTC,0.0,0.0,0.0
0FSW8GB3ZTNPSSSFKMNHVP7WXR,Door 1 CLOSED,2991705,2025-01-30 01:50:22 UTC,0.0,0.0,0.0
0FSW8RZJ3EMZ0K5X1HPS9KMG7V,Door 1 OPEN,2991705,2025-01-30 02:05:28 UTC,0.0,0.0,0.0
0FSW8SHQY2E0GBWR3MZ7MPHA0W,Door 1 CLOSED,2991705,2025-01-30 02:06:27 UTC,0.0,0.0,0.0
0FSW92T2RMYWWX5MNKPRAV3QBV,Door 1 OPEN,2991705,2025-01-30 02:22:38 UTC,0.0,0.0,0.0
0FSW92TFFW2R29GRV6W86T0TA3,Door 1 CLOSED,2991705,2025-01-30 02:22:40 UTC,0.0,0.0,0.0
0FSW92TV8AXX0ZXDY3YFVSBAFW,Door 1 OPEN,2991705,2025-01-30 02:22:41 UTC,0.0,0.0,0.0
0FSW93B4ZZKWF7263VQQJTZH0W,Door 1 CLOSED,2991705,2025-01-30 02:23:34 UTC,0.0,0.0,0.0
0FSWA7D50W1WNAY0CZM249RPKV,Door 1 OPEN,2991705,2025-01-30 03:26:36 UTC,0.0,0.0,0.0
0FSWA7TPNTQT9T0AS758NBBGTT,Door 1 CLOSED,2991705,2025-01-30 03:27:20 UTC,0.0,0.0,0.0
0FSWA8NHK190EPXR8EAE77Y8A6,Door 1 OPEN,2991705,2025-01-30 03:28:48 UTC,0.0,0.0,0.0
0FSWA8Q10Z9JS5BHEEC4RYTG4W,Door 1 CLOSED,2991705,2025-01-30 03:28:53 UTC,0.0,0.0,0.0
0FSWA8S00F7YMFMTWBWJBTTXB8,Door 1 CLOSED,2991705,2025-01-30 03:28:59 UTC,0.0,0.0,0.0
0FSWA8S010W0X5H6R9V9CGJHM9,Door 1 OPEN,2991705,2025-01-30 03:28:59 UTC,0.0,0.0,0.0
0FSWCXJ3CZKXHWW1AZCFSWBCXQ,Door 1 OPEN,2991705,2025-01-30 05:57:10 UTC,0.0,0.0,0.0
0FSWCXK7ZZ75KDB72V23M1QAHC,Door 1 CLOSED,2991705,2025-01-30 05:57:13 UTC,0.0,0.0,0.0
